CustomerID,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn
CUST0053,Female,46,5,19737.24,2,1,1,42792.94,1
CUST0054,Female,43,5,0.0,2,1,0,71805.62,0
CUST0055,Male,22,4,0.0,2,1,0,85407.71,0
CUST0056,Female,22,4,123554.38,3,1,0,132735.86,0
CUST0057,Female,37,8,0.0,4,0,0,125456.54,0
CUST0058,Male,29,3,164264.94,2,0,1,55614.95,0
CUST0059,Female,63,2,8753.66,3,0,0,105243.94,1
CUST0060,Male,27,10,0.0,1,0,1,110075.75,1
CUST0061,Male,28,8,0.0,1,0,1,43067.14,0
CUST0062,Male,52,1,146597.9,2,0,0,95470.72,0
CUST0063,Male,49,5,0.0,1,0,0,50970.7,1
CUST0064,Female,66,4,165465.04,1,0,0,70596.22,1
CUST0065,Female,58,3,0.0,4,1,0,143578.93,1
CUST0066,Female,64,5,19249.13,1,1,0,47654.63,0
CUST0067,Male,33,9,0.0,2,1,0,149471.06,1
CUST0068,Female,52,7,0.0,2,0,1,109443.9,0
CUST0069,Male,34,6,0.0,4,1,0,126841.81,1
CUST0070,Male,22,5,47412.39,4,0,0,134446.8,1
CUST0071,Male,24,9,118785.86,2,1,0,82616.71,1
CUST0072,Female,56,10,0.0,2,0,0,21475.97,1
CUST0073,Female,37,8,0.0,3,0,0,95837.94,0
CUST0074,Female,66,9,173851.23,1,1,1,21580.08,0
CUST0075,Male,64,5,0.0,3,1,0,52888.72,0
CUST0076,Male,35,9,0.0,3,0,0,110600.26,1
CUST0077,Female,40,9,183135.61,4,1,1,71287.83,1
CUST0080,Female,30,3,164684.91,3,1,0,99743.98,0
CUST0081,Female,47,2,0.0,3,1,0,121088.3,1
CUST0082,Male,64,1,75971.06,3,0,1,127791.35,0
CUST0083,Female,50,2,0.0,1,0,1,29796.68,0
CUST0085,Male,34,5,90658.28,1,0,0,98802.7,1
CUST0086,Female,66,8,124007.52,3,1,0,107304.52,1
CUST0087,Female,20,2,170584.12,4,0,1,133964.97,0
CUST0088,Female,65,7,0.0,2,1,0,47685.34,1
CUST0089,Female,51,6,122009.48,2,0,0,31830.27,0
CUST0090,Male,55,1,156946.95,2,0,1,132107.28,0
CUST0091,Male,21,10,185390.94,1,1,1,79687.65,0
CUST0092,Female,70,2,0.0,3,1,0,29862.23,1
CUST0093,Male,33,6,139835.85,4,1,1,73515.96,0
CUST0094,Male,44,2,0.0,3,0,0,64860.74,1
CUST0095,Male,39,5,0.0,1,1,1,136248.24,1
CUST0096,Male,43,9,0.0,1,1,0,86515.41,1
CUST0097,Male,65,1,0.0,4,0,0,43987.73,1
CUST0098,Female,39,10,152231.13,4,1,0,28104.38,1
CUST0099,Male,68,7,0.0,2,0,0,23961.38,0
CUST0100,Female,55,3,80035.6,1,0,0,43696.9,1
CUST0101,Female,34,7,18751.66,4,0,0,64580.49,1
CUST0102,Female,27,3,130115.75,3,1,0,115786.92,0
CUST0103,Female,57,1,113327.25,1,0,1,136954.16,0
CUST0104,Male,62,6,0.0,1,1,0,39871.69,1
CUST0105,Male,21,8,0.0,3,0,0,73351.59,0
CUST0106,Female,48,6,80173.26,3,1,0,126219.37,1
CUST0107,Female,55,3,164351.43,3,0,1,81960.53,0
CUST0108,Male,22,6,193630.82,3,1,0,115712.13,1
CUST0109,Female,18,10,153788.12,1,1,0,141161.86,1
CUST0110,Female,20,1,74476.87,2,0,0,91359.86,1
CUST0112,Female,55,7,0.0,1,0,1,116976.69,1
CUST0113,Male,70,8,198194.97,4,0,0,140438.43,0
CUST0114,Female,46,8,0.0,2,1,1,127267.25,1
CUST0115,Male,36,10,0.0,1,1,0,108787.67,1
CUST0116,Male,57,3,0.0,3,0,0,95073.22,1
CUST0117,Female,64,7,0.0,4,1,0,90570.41,1
CUST0118,Male,20,7,146379.28,4,1,0,134221.78,1
CUST0119,Male,47,7,0.0,2,0,0,111907.46,1
CUST0120,Female,50,4,114408.05,1,0,1,64470.63,0
CUST0121,Male,48,4,91943.04,4,0,0,90181.88,0
CUST0122,Male,21,2,0.0,3,1,1,113103.28,0
CUST0123,Female,37,10,69162.33,4,0,0,57430.85,0
CUST0125,Male,53,4,0.0,4,0,1,120262.07,0
CUST0126,Male,26,6,16386.89,4,0,1,138389.21,1
CUST0127,Female,54,5,33938.58,2,0,0,63179.03,1
CUST0128,Female,68,8,0.0,1,0,0,46725.38,1
CUST0129,Male,43,9,23739.19,1,1,0,139984.83,1
CUST0131,Male,42,7,0.0,4,0,0,121464.44,1
CUST0132,Male,43,2,0.0,1,1,0,39326.15,1
CUST0133,Male,45,8,0.0,4,0,1,117494.86,1
CUST0134,Female,36,1,8273.38,4,1,0,28542.12,0
CUST0135,Male,64,2,105353.66,1,1,1,92753.24,1
CUST0136,Male,18,8,0.0,3,1,1,55196.81,0
CUST0137,Male,50,7,195807.36,2,0,0,73037.98,1
CUST0138,Female,20,8,0.0,1,1,1,64105.26,1
CUST0139,Male,68,1,111787.6,2,0,1,148534.74,0
CUST0140,Female,63,4,188937.54,1,1,0,62118.71,1
CUST0141,Female,27,7,0.0,3,1,0,133937.73,1
CUST0142,Male,35,2,0.0,4,0,1,127263.95,0
CUST0143,Male,29,4,125205.63,4,1,0,76696.45,1
CUST0144,Female,69,10,152957.55,1,1,1,83366.06,0
CUST0145,Female,49,1,0.0,2,0,1,110849.96,0
CUST0146,Female,26,6,129365.78,4,1,1,137074.4,0
CUST0147,Female,54,6,0.0,2,1,0,55627.18,1
CUST0148,Female,42,6,0.0,1,1,1,37795.13,0
CUST0149,Male,23,8,0.0,1,0,0,94528.27,1
CUST0150,Male,38,10,84985.18,4,1,0,43968.22,1
CUST0151,Male,68,10,0.0,4,0,1,139016.78,0
CUST0152,Male,57,3,0.0,3,1,1,37550.17,0
CUST0154,Male,26,10,0.0,1,1,0,73663.16,1
CUST0155,Male,57,10,0.0,3,1,0,20304.12,0
CUST0157,Male,66,8,0.0,1,0,0,114133.43,1
CUST0158,Male,25,9,180769.4,3,0,1,26707.45,0
CUST0159,Male,49,10,0.0,3,1,0,81517.32,1
CUST0160,Male,32,5,0.0,4,1,1,74829.15,0
CUST0161,Male,48,4,169065.33,3,1,0,24810.99,0
CUST0162,Male,52,2,0.0,4,1,0,72583.11,1
CUST0163,Female,66,4,0.0,1,1,0,135177.11,1
CUST0164,Male,19,7,92926.63,2,0,0,44111.48,1
CUST0165,Male,49,3,14935.91,4,0,1,31510.64,1
CUST0166,Female,61,9,116570.68,3,0,1,31920.91,0
CUST0167,Female,37,5,0.0,3,0,1,58610.37,0
CUST0168,Male,35,5,0.0,1,1,0,75610.51,1
CUST0169,Male,41,4,44432.52,1,0,0,31623.43,1
CUST0170,Female,63,8,0.0,2,0,0,148851.92,1
CUST0171,Male,37,6,0.0,2,1,0,42948.64,1
CUST0172,Female,66,10,156137.31,1,0,1,145983.34,0
CUST0173,Female,52,4,0.0,3,1,0,118571.0,0
CUST0174,Male,41,3,163350.79,1,1,0,89806.67,1
CUST0175,Male,31,5,0.0,4,0,0,36836.94,0
CUST0176,Male,42,2,0.0,3,1,0,91611.46,1
CUST0178,Female,30,5,198303.59,4,0,1,87090.27,0
CUST0179,Female,20,8,132760.29,3,0,0,115408.29,1
CUST0180,Female,33,8,0.0,3,1,0,63421.15,1
CUST0181,Female,70,10,0.0,2,1,0,134612.83,0
CUST0182,Male,68,7,2023.89,3,0,1,138131.17,1
CUST0183,Male,19,7,0.0,2,0,0,92779.76,1
CUST0184,Male,51,8,163917.2,2,0,1,22395.6,0
CUST0185,Female,51,5,21399.44,4,1,1,28818.82,0
CUST0186,Female,34,6,142005.83,1,1,1,29710.27,0
CUST0187,Male,31,4,129867.16,1,1,0,28531.4,0
CUST0189,Male,52,9,0.0,1,0,0,48700.05,1
CUST0190,Male,31,4,0.0,3,0,1,39637.53,0
CUST0191,Female,38,5,128066.66,3,0,0,147917.09,0
CUST0192,Male,55,2,43407.84,1,0,1,67908.42,0
CUST0193,Female,33,8,0.0,1,0,0,39975.54,1
CUST0194,Male,67,4,0.0,4,1,0,138538.68,0
CUST0195,Female,37,9,0.0,1,1,1,52180.19,1
CUST0196,Female,65,9,33004.27,2,0,0,96734.31,1
CUST0197,Male,30,1,3312.49,2,1,1,82392.05,0
CUST0198,Male,49,9,172164.36,1,1,0,82465.9,1
CUST0199,Female,34,9,0.0,4,1,1,47345.45,1
CUST0200,Male,57,2,65965.8,1,0,0,65581.5,1
CUST0201,Male,69,10,79987.73,2,0,1,109630.45,0
CUST0202,Male,51,10,0.0,4,0,0,111841.84,1
CUST0203,Male,23,9,11342.29,1,1,1,133225.99,0
CUST0204,Male,37,7,132503.2,4,1,1,121898.23,0
CUST0205,Male,58,10,88282.84,2,1,0,104538.24,1
CUST0206,Female,68,10,66474.47,4,0,1,133338.26,0
CUST0207,Female,49,3,33172.84,2,0,1,63200.9,0
CUST0208,Female,20,10,0.0,1,1,0,46465.18,1
CUST0209,Male,66,5,0.0,4,1,0,64971.55,1
CUST0210,Female,37,8,0.0,4,0,1,23821.28,1
CUST0211,Male,53,2,119946.99,2,0,1,148977.33,0
CUST0212,Male,29,3,124970.35,1,0,0,37103.8,0
CUST0213,Female,65,7,126875.57,2,1,0,73694.05,1
CUST0214,Male,58,6,0.0,2,1,0,66700.34,1
CUST0215,Female,23,1,0.0,4,1,0,105375.77,1
CUST0216,Female,57,8,0.0,3,0,0,134882.26,1
CUST0217,Female,33,10,90306.74,2,0,0,78426.4,1
CUST0218,Female,29,1,51253.03,4,1,0,98719.96,1
CUST0219,Female,29,5,156576.28,4,1,1,132348.1,0
CUST0221,Male,52,6,0.0,1,0,0,96007.19,1
CUST0222,Male,37,5,0.0,3,1,1,62006.99,0
CUST0223,Female,56,8,103603.61,3,1,1,38154.66,1
CUST0224,Male,62,4,141231.47,4,0,0,146088.57,0
CUST0225,Male,25,6,173760.31,3,1,0,128954.99,0
CUST0226,Male,27,2,49585.31,4,0,1,119907.52,1
CUST0227,Female,42,4,0.0,3,1,1,71202.37,0
CUST0228,Male,43,2,199883.33,3,0,0,72898.03,0
CUST0229,Male,26,5,0.0,3,1,1,72538.24,0
CUST0230,Female,55,3,161761.34,1,0,0,76625.83,0
CUST0231,Male,41,6,0.0,3,0,1,99278.13,0
CUST0232,Male,36,9,119700.61,1,0,1,21906.72,0
CUST0233,Male,25,10,0.0,3,0,1,143692.21,0
CUST0234,Male,45,5,0.0,4,0,1,88461.09,0
CUST0235,Male,53,7,162784.16,4,0,0,22370.24,1
CUST0236,Male,33,5,0.0,4,0,0,27834.76,0
CUST0237,Male,39,3,0.0,4,1,0,57033.48,1
CUST0238,Female,64,3,116605.48,4,1,1,71987.68,0
CUST0239,Male,43,9,0.0,3,1,1,123971.54,1
CUST0240,Male,66,10,37860.46,4,1,1,31315.07,0
CUST0241,Male,61,8,0.0,3,0,0,102938.08,1
CUST0242,Male,45,9,0.0,2,1,1,66900.43,0
CUST0243,Female,41,1,0.0,4,1,1,126939.86,0
CUST0244,Female,27,9,20011.53,2,0,0,96259.1,1
CUST0245,Female,52,2,0.0,1,1,1,60595.33,1
CUST0246,Male,24,10,0.0,1,0,1,38430.67,1
CUST0247,Female,24,5,135492.41,2,0,0,114187.19,1
CUST0248,Male,41,3,121040.66,2,1,0,120440.95,1
CUST0249,Female,54,1,0.0,4,0,0,64662.86,0
CUST0250,Female,30,1,166540.76,1,1,0,103221.87,1
CUST0251,Male,25,2,136346.25,1,1,0,44742.23,1
CUST0252,Female,61,2,0.0,2,0,1,63364.04,0
CUST0253,Female,53,5,0.0,3,0,0,89657.6,1
CUST0254,Female,33,1,60869.77,4,0,1,69728.42,0
CUST0255,Male,68,8,4985.24,4,1,1,51675.37,0
CUST0256,Male,37,6,52152.41,3,1,0,99103.23,1
CUST0257,Female,69,2,13558.7,1,0,1,64417.69,1
CUST0258,Male,19,9,0.0,3,1,1,78136.33,0
CUST0259,Male,23,3,0.0,2,1,0,70835.56,1
CUST0261,Female,20,7,0.0,3,0,0,42558.19,1
CUST0262,Male,35,4,115035.24,1,1,0,82316.08,1
CUST0263,Female,48,1,121644.33,2,0,1,85333.59,0
CUST0264,Male,42,5,0.0,2,1,0,50231.68,1
CUST0265,Male,29,4,88462.83,3,1,1,48084.96,0
CUST0266,Female,40,3,0.0,3,1,1,47528.2,0
CUST0267,Female,67,8,0.0,3,0,0,29701.88,1
CUST0268,Male,63,3,36375.51,4,0,1,102314.65,0
CUST0269,Female,54,7,0.0,4,1,1,130242.07,0
CUST0271,Male,24,5,0.0,2,0,1,37394.49,0
CUST0272,Female,55,5,152297.67,4,0,0,47976.24,1
CUST0273,Male,67,5,0.0,1,1,1,68283.11,1
CUST0274,Male,28,5,0.0,1,1,1,39506.33,1
CUST0275,Female,35,8,0.0,4,0,1,71011.18,0
CUST0276,Male,66,9,21327.76,1,0,0,125154.85,1
CUST0278,Male,25,6,0.0,1,1,0,87393.04,1
CUST0279,Female,49,1,89211.34,1,1,0,117006.94,0
CUST0280,Female,68,8,0.0,1,1,0,70387.38,1
CUST0281,Male,53,4,0.0,3,1,0,42634.21,1
CUST0282,Female,47,6,153110.16,2,1,0,30682.32,0
CUST0283,Male,48,8,0.0,1,1,0,46739.34,1
CUST0284,Female,21,9,129136.95,3,1,0,145903.54,0
CUST0285,Female,29,8,0.0,1,1,0,87699.86,1
CUST0286,Female,51,10,68315.23,2,0,0,68381.71,1
CUST0287,Male,42,2,188672.09,4,0,1,45671.16,0
CUST0288,Male,38,3,134619.53,3,0,0,53596.11,0
CUST0289,Female,38,5,195701.06,4,1,0,43477.3,1
CUST0291,Male,32,4,0.0,3,0,0,129291.39,0
CUST0292,Male,60,5,118479.19,3,0,1,93452.86,0
CUST0293,Female,56,9,0.0,4,1,1,21213.11,1
CUST0294,Male,22,3,198370.18,3,1,1,124009.23,0
CUST0295,Female,27,5,0.0,3,0,1,66199.99,0
CUST0296,Male,69,4,2040.69,2,1,1,116945.39,0
CUST0297,Female,51,5,0.0,4,0,0,59728.55,0
CUST0298,Female,54,10,0.0,4,1,1,135205.45,0
CUST0299,Male,54,6,83111.75,3,0,1,100546.61,0
CUST0301,Male,69,4,11507.99,2,1,1,98278.93,1
CUST0302,Male,36,1,0.0,2,1,0,116970.28,0
CUST0303,Male,70,4,103936.54,1,1,1,62665.06,0
CUST0304,Female,35,4,13445.9,3,0,0,115370.06,1
CUST0305,Male,50,1,127873.1,4,0,0,109168.47,0
CUST0306,Female,28,7,114802.58,1,0,1,67090.61,1
CUST0307,Male,30,1,117576.22,1,1,0,140850.2,0
CUST0308,Male,36,10,170692.88,3,0,0,80025.27,1
CUST0309,Female,38,10,187533.31,2,1,1,26479.46,0
CUST0310,Female,52,1,156262.4,2,0,1,49279.08,0
CUST0311,Male,48,4,131734.08,1,1,1,27417.11,0
CUST0312,Female,45,7,50148.78,2,1,1,55353.46,0
CUST0313,Male,59,9,155565.4,1,0,1,24369.77,1
CUST0314,Male,60,9,69838.17,1,0,0,31235.2,1
CUST0315,Male,49,0,110115.8,3,1,0,71148.22,0
CUST0316,Female,31,9,0.0,2,0,0,114270.24,1
CUST0317,Female,66,3,0.0,4,1,0,43792.01,1
CUST0318,Male,70,4,0.0,3,1,0,90863.72,0
CUST0319,Male,51,10,0.0,2,0,0,99677.02,1
CUST0320,Male,51,1,0.0,2,1,1,48091.76,1
CUST0321,Male,33,3,130543.72,4,1,0,86625.34,0
CUST0322,Female,27,3,0.0,1,1,1,53620.71,1
CUST0323,Male,21,4,104357.79,4,0,0,134345.64,0
CUST0324,Male,44,9,112476.27,2,0,0,91826.77,1
CUST0325,Female,20,8,57203.75,4,0,1,68351.25,0
CUST0326,Female,67,3,0.0,4,1,1,32224.69,0
CUST0327,Male,58,4,56011.9,3,0,0,45459.31,0
CUST0328,Female,35,10,90072.99,4,1,0,99751.51,1
CUST0329,Male,44,2,34601.99,1,1,0,24339.87,1
CUST0330,Male,49,5,88624.36,2,1,0,134714.13,0
CUST0331,Female,63,7,0.0,1,0,0,106829.6,1
CUST0332,Male,21,6,0.0,3,1,0,109291.93,1
CUST0333,Female,21,9,164768.73,2,1,0,146549.46,1
CUST0334,Male,26,4,183723.39,3,1,1,148448.52,0
CUST0335,Male,61,9,72201.85,2,0,1,63577.05,1
CUST0336,Female,38,8,0.0,1,0,1,137696.78,0
CUST0337,Female,35,10,0.0,4,1,1,115948.99,0
CUST0338,Female,47,3,0.0,4,1,1,60939.55,1
CUST0339,Male,64,7,34259.27,4,0,1,29447.21,1
CUST0340,Male,20,4,0.0,2,0,0,28905.7,0
CUST0341,Male,70,4,187722.66,1,0,0,122498.15,0
CUST0342,Male,35,3,0.0,3,0,0,34428.63,1
CUST0343,Female,55,4,76940.78,3,0,1,124306.06,0
CUST0344,Female,66,9,84867.36,2,1,0,36569.01,0
CUST0345,Female,63,3,0.0,1,1,1,147633.83,0
CUST0346,Male,26,7,0.0,3,1,1,48397.61,1
CUST0347,Female,53,8,0.0,4,0,1,56897.7,0
CUST0348,Female,70,3,46043.95,2,0,1,28383.87,0
CUST0349,Female,19,9,66751.19,1,1,0,101402.9,1
CUST0350,Female,66,3,54287.56,2,0,0,105647.26,1
CUST0351,Male,54,3,0.0,1,0,0,24243.94,0
CUST0352,Male,51,8,191209.07,1,0,0,30686.92,0
CUST0353,Female,63,9,68822.32,1,1,1,143254.08,0
CUST0354,Male,46,3,0.0,4,1,1,69986.47,0
CUST0355,Female,39,2,0.0,3,0,0,54964.66,1
CUST0356,Male,39,9,0.0,4,1,1,137959.42,1
CUST0357,Male,59,1,0.0,1,0,1,81066.69,0
CUST0358,Female,37,8,0.0,2,0,1,26434.59,0
CUST0359,Female,37,1,0.0,1,0,1,86646.8,1
CUST0360,Female,58,9,0.0,1,0,1,89107.93,0
CUST0361,Female,58,7,0.0,2,0,0,37093.59,1
CUST0362,Male,18,8,84943.81,4,1,0,112824.24,0
CUST0363,Female,65,1,0.0,4,1,0,20203.46,0
CUST0364,Male,40,7,9071.19,2,1,1,106487.97,0
CUST0365,Female,53,2,0.0,4,1,1,137041.76,0
CUST0366,Male,68,9,0.0,1,0,1,67049.6,1
CUST0367,Female,27,2,0.0,1,0,1,42340.3,0
CUST0368,Male,70,2,0.0,4,1,1,126601.64,0
CUST0369,Male,29,3,0.0,1,0,1,138317.5,0
CUST0370,Female,48,9,0.0,2,1,0,110024.07,1
CUST0371,Female,52,7,108964.34,2,1,1,49416.28,0
CUST0372,Male,20,9,86766.06,3,1,1,68252.42,0
CUST0373,Female,53,1,105636.71,4,1,0,103946.27,1
CUST0374,Female,18,1,0.0,1,1,1,69258.34,1
CUST0376,Female,55,1,0.0,1,1,0,49703.28,0
CUST0377,Female,20,4,20761.14,2,0,1,73839.53,0
CUST0378,Female,23,5,0.0,2,0,0,144269.45,1
CUST0379,Female,40,6,120985.63,1,0,0,57492.71,0
CUST0380,Female,69,1,77716.87,2,1,0,40038.86,0
CUST0381,Female,51,6,0.0,3,0,1,127485.95,0
CUST0382,Male,66,5,69147.15,1,1,0,92502.15,1
CUST0383,Male,45,8,0.0,3,1,0,46950.17,1
CUST0384,Female,52,2,0.0,4,1,0,46170.57,1
CUST0385,Female,45,0,95633.66,2,0,0,145323.75,0
CUST0386,Male,28,6,107143.94,2,0,1,122766.27,1
CUST0387,Female,34,8,55877.75,2,1,1,39343.48,0
CUST0388,Female,65,4,0.0,3,1,1,57151.86,0
CUST0389,Male,41,7,0.0,4,0,0,95046.27,0
CUST0390,Female,31,2,0.0,3,0,1,124856.61,0
CUST0391,Female,26,8,0.0,1,0,0,136101.73,1
CUST0392,Male,55,3,0.0,3,1,0,140429.74,1
CUST0393,Female,49,6,0.0,3,1,1,37476.57,1
CUST0394,Female,33,2,0.0,4,1,0,123141.22,0
CUST0395,Female,67,8,198935.08,3,1,0,25741.05,1
CUST0396,Female,54,1,0.0,4,1,0,126850.46,0
CUST0397,Female,18,4,0.0,4,0,0,114009.43,1
CUST0398,Male,21,6,61921.33,3,1,1,95015.29,0
CUST0399,Female,62,3,104992.74,2,1,0,85081.15,0
CUST0400,Male,33,6,10994.98,2,0,1,58387.76,1
CUST0401,Male,56,3,160893.07,4,1,0,137794.43,1
CUST0402,Female,70,7,0.0,2,0,0,98454.1,1
CUST0403,Female,42,6,0.0,3,1,1,79013.09,0
CUST0404,Male,69,4,136840.83,2,1,1,126929.52,0
CUST0405,Male,39,4,0.0,4,1,1,84570.4,0
CUST0406,Female,35,8,0.0,1,1,0,61286.28,1
CUST0407,Male,46,10,143292.71,2,0,0,95824.65,1
CUST0408,Male,23,5,188149.25,1,1,0,127472.91,1
CUST0409,Male,26,2,63356.24,2,0,0,76396.26,0
CUST0410,Male,65,8,0.0,1,1,0,84195.83,1
CUST0411,Male,44,9,141067.56,3,0,0,112695.99,0
CUST0412,Male,50,8,0.0,4,0,0,58746.79,1
CUST0413,Female,36,3,129185.7,1,0,1,144383.98,0
CUST0414,Male,58,3,92082.22,4,1,0,68075.72,1
CUST0415,Female,58,2,110861.8,3,1,1,68251.01,0
CUST0416,Female,39,1,0.0,1,0,1,71315.47,0
CUST0417,Male,53,2,147682.21,4,1,0,108685.2,0
CUST0419,Female,70,5,0.0,1,1,1,128974.5,0
CUST0420,Female,31,10,0.0,3,1,0,137788.57,1
CUST0421,Male,46,9,192736.35,2,1,0,60542.3,0
CUST0422,Male,64,1,104737.91,4,0,1,22203.2,0
CUST0423,Male,47,9,24921.24,3,1,1,58130.12,0
CUST0425,Female,53,3,0.0,4,0,0,121448.9,1
CUST0426,Male,39,4,0.0,1,0,1,98427.93,0
CUST0427,Male,40,10,116859.54,1,0,0,88995.86,1
CUST0428,Female,28,6,0.0,2,1,0,38304.38,1
CUST0429,Male,27,3,0.0,4,1,1,70461.54,0
CUST0430,Male,60,1,69693.25,2,1,1,81098.47,0
CUST0431,Male,58,2,138329.22,1,1,1,49932.62,1
CUST0432,Female,50,2,61081.42,3,1,0,143379.26,0
CUST0433,Male,23,6,185803.4,2,1,1,43440.03,0
CUST0434,Female,20,6,89662.79,1,0,1,129674.46,0
CUST0435,Female,30,2,170903.2,4,1,0,45600.34,0
CUST0436,Female,65,8,142632.84,2,0,1,53740.43,0
CUST0438,Female,51,1,0.0,4,1,1,118450.33,1
CUST0439,Male,25,4,0.0,3,0,0,41150.97,1
CUST0440,Female,39,6,0.0,2,1,0,69008.12,1
CUST0441,Female,60,5,45193.1,4,1,0,114751.99,1
CUST0442,Female,54,9,81150.12,1,0,1,137179.8,1
CUST0443,Male,44,2,198657.75,1,0,0,68324.13,1
CUST0444,Female,70,3,0.0,3,1,1,100865.14,0
CUST0445,Female,46,4,115194.41,4,0,1,137290.73,0
CUST0446,Male,37,4,0.0,3,0,0,49730.27,0
CUST0447,Female,39,2,0.0,1,1,0,113490.79,1
CUST0448,Female,38,3,0.0,3,0,1,75913.37,0
CUST0449,Male,43,8,80787.41,4,0,1,135555.37,0
CUST0450,Female,62,8,0.0,4,0,1,46919.86,1
CUST0451,Male,21,10,0.0,1,0,0,125414.22,1
CUST0452,Female,53,2,155007.34,2,1,0,87035.72,0
CUST0453,Female,70,8,0.0,1,0,1,91071.07,1
CUST0454,Female,23,5,144902.53,3,0,1,21311.78,0
CUST0455,Male,68,6,146139.61,4,1,0,106196.13,0
CUST0456,Male,22,7,122316.57,2,0,0,52865.77,1
CUST0457,Male,65,6,81744.48,4,1,0,90521.23,1
CUST0458,Male,33,7,109354.89,4,0,1,121482.12,0
CUST0459,Female,28,10,0.0,4,1,1,102180.73,1
CUST0460,Male,54,6,0.0,1,0,1,146414.6,1
CUST0461,Male,19,8,0.0,3,1,0,35863.96,1
CUST0462,Male,34,2,0.0,1,0,1,63629.36,0
CUST0463,Female,20,1,140532.8,4,0,0,143121.79,0
CUST0464,Female,20,10,33444.03,4,1,1,69966.16,1
CUST0465,Female,69,3,3272.18,1,1,1,76895.97,1
CUST0466,Female,46,3,0.0,1,1,0,75847.47,1
CUST0467,Female,33,6,24579.98,4,1,0,143820.73,1
CUST0468,Male,60,10,0.0,4,1,0,61151.46,0
CUST0469,Male,54,8,50843.11,3,0,1,128267.95,0
CUST0470,Female,35,4,135129.96,1,0,1,57392.25,0
CUST0471,Female,44,1,0.0,1,1,1,98715.62,1
CUST0472,Male,50,2,0.0,2,0,0,27356.14,1
CUST0473,Female,21,1,128705.15,3,0,0,45868.98,0
CUST0474,Female,46,8,198081.99,2,0,1,138915.04,1
CUST0475,Male,46,10,36693.57,2,0,1,72468.13,0
CUST0476,Female,43,4,0.0,1,1,0,54355.91,1
CUST0477,Female,42,3,54438.22,4,1,1,145909.85,0
CUST0478,Female,56,6,0.0,2,1,1,79542.89,1
CUST0480,Male,65,6,63268.57,3,1,1,132592.43,0
